integration_method,homology_method,species_dir,adj_rand_score,pct_cell_type_kept,from_species,to_species,task_name,type
scANVI,O2O,hsapiens to drerio,0.7883282400460283,1,hsapiens,drerio,Heart_hs_dr,scANVI O2O
SeuratV4 RPCA,HE,mfascicularis to xtropicalis,0.7882627483813384,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA HE
Scanorama,HE,xtropicalis to mfascicularis,0.7882233493301006,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl,Scanorama HE
fastMNN,HE,hsapiens to mmusculus,0.7880159933405269,0.9,hsapiens,mmusculus,Pancreas_hs_mm,fastMNN HE
scVI,SH,mmusculus to mfascicularis,0.7871504473604182,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,scVI SH
scANVI,SH,mfascicularis to drerio,0.782475145204844,1,mfascicularis,drerio,Heart_hs_mf_mm_xl_dr,scANVI SH
scVI,SH,drerio to mfascicularis,0.7822549928563255,1,drerio,mfascicularis,Heart_mf_dr,scVI SH
fastMNN,O2O,hsapiens to xtropicalis,0.7817838249807549,0.8571428571428571,hsapiens,xtropicalis,Heart_hs_xl,fastMNN O2O
fastMNN,O2O,drerio to mfascicularis,0.7807360070688073,0.8,drerio,mfascicularis,Heart_mf_dr,fastMNN O2O
fastMNN,SH,hsapiens to mmusculus,0.7806796164769917,1,hsapiens,mmusculus,Pancreas_hs_mm,fastMNN SH
scVI,O2O,mmusculus to hsapiens,0.7797473907473788,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,scVI O2O
scANVI,SH,xtropicalis to drerio,0.7794405115620449,1,xtropicalis,drerio,Heart_hs_mf_mm_xl_dr,scANVI SH
SeuratV4 RPCA,HE,drerio to mmusculus,0.7792442506824137,1,drerio,mmusculus,Heart_mm_dr,SeuratV4 RPCA HE
LIGER UINMF,O2O,hsapiens to sscrofa,0.7789057098057254,0.9090909090909092,hsapiens,sscrofa,Hippocampus_hs_mu_ss,LIGER UINMF O2O
SeuratV4 CCA,HE,drerio to mfascicularis,0.7787384072690396,1,drerio,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA HE
scVI,SH,mmusculus to xtropicalis,0.7781589503148726,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,scVI SH
fastMNN,O2O,hsapiens to mmusculus,0.7777336249452096,1,hsapiens,mmusculus,Pancreas_hs_mm,fastMNN O2O
SeuratV4 RPCA,SH,mfascicularis to mmusculus,0.7776432085663239,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA SH
unintegrated,O2O.h5ad,xtropicalis to mmusculus,0.7771492626651088,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,unintegrated O2O
Harmony,HE,mfascicularis to xtropicalis,0.776597847575679,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl,Harmony HE
Scanorama,SH,drerio to mfascicularis,0.7759773984567773,1,drerio,mfascicularis,Heart_mf_dr,Scanorama SH
SeuratV4 CCA,SH,drerio to hsapiens,0.7732786910077394,1,drerio,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA SH
SeuratV4 RPCA,HE,hsapiens to mmulatta,0.7725317094894493,1,hsapiens,mmulatta,Hippocampus_hs_mu_ss,SeuratV4 RPCA HE
Scanorama,SH,drerio to mmusculus,0.7723941125050157,1,drerio,mmusculus,Heart_hs_mf_mm_xl_dr,Scanorama SH
Scanorama,SH,mfascicularis to hsapiens,0.7710008625640314,1,mfascicularis,hsapiens,Heart_hs_mf,Scanorama SH
Harmony,SH,drerio to mfascicularis,0.77041730011948,1,drerio,mfascicularis,Heart_hs_mf_mm_xl_dr,Harmony SH
SeuratV4 RPCA,HE,drerio to mfascicularis,0.7701145860726691,1,drerio,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA HE
scVI,O2O,mfascicularis to xtropicalis,0.7700791691028053,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl,scVI O2O
fastMNN,O2O,mmusculus to xtropicalis,0.7686523851764349,0.8571428571428571,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,fastMNN O2O
fastMNN,HE,mmusculus to xtropicalis,0.7661969254844715,0.8571428571428571,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,fastMNN HE
Scanorama,SH,hsapiens to mfascicularis,0.7657507397648666,1,hsapiens,mfascicularis,Heart_hs_mf_mm,Scanorama SH
Scanorama,O2O,hsapiens to mfascicularis,0.7653072483302359,1,hsapiens,mfascicularis,Heart_hs_mf_mm,Scanorama O2O
unintegrated,O2O.h5ad,sscrofa to mmulatta,0.7648659139069459,0.9166666666666666,sscrofa,mmulatta,Hippocampus_hs_mu_ss,unintegrated O2O
scVI,HE,hsapiens to xtropicalis,0.7641736336817426,1,hsapiens,xtropicalis,Heart_hs_xl,scVI HE
SeuratV4 CCA,SH,mfascicularis to xtropicalis,0.7641088110775204,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA SH
scVI,SH,mmusculus to xtropicalis,0.7627628022029025,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl_dr,scVI SH
SeuratV4 RPCA,HE,xtropicalis to mfascicularis,0.7618224042859242,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA HE
SeuratV4 RPCA,O2O,hsapiens to mmulatta,0.761193880513013,1,hsapiens,mmulatta,Hippocampus_hs_mu_ss,SeuratV4 RPCA O2O
fastMNN,SH,mmusculus to xtropicalis,0.7611796905690368,0.8571428571428571,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,fastMNN SH
Harmony,O2O,drerio to mfascicularis,0.760540105919692,1,drerio,mfascicularis,Heart_mf_dr,Harmony O2O
Harmony,HE,mfascicularis to hsapiens,0.7603007537125337,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl,Harmony HE
SeuratV4 RPCA,SH,drerio to hsapiens,0.7597870329167128,1,drerio,hsapiens,Heart_hs_dr,SeuratV4 RPCA SH
scVI,HE,mfascicularis to hsapiens,0.758841157433324,1,mfascicularis,hsapiens,Heart_hs_mf,scVI HE
SeuratV4 RPCA,HE,drerio to hsapiens,0.7584626776585399,1,drerio,hsapiens,Heart_hs_dr,SeuratV4 RPCA HE
SeuratV4 RPCA,SH,hsapiens to mmulatta,0.7575818798417068,1,hsapiens,mmulatta,Hippocampus_hs_mu_ss,SeuratV4 RPCA SH
Scanorama,SH,hsapiens to xtropicalis,0.7573339307457729,1,hsapiens,xtropicalis,Heart_hs_xl,Scanorama SH
scVI,HE,drerio to mfascicularis,0.7571772371046513,1,drerio,mfascicularis,Heart_hs_mf_mm_xl_dr,scVI HE
scVI,HE,mfascicularis to hsapiens,0.7570795770031415,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl,scVI HE
Scanorama,SH,hsapiens to mfascicularis,0.7566037362204506,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl_dr,Scanorama SH
unintegrated,SH.h5ad,hsapiens to mmusculus,0.7561347427824873,1,hsapiens,mmusculus,Pancreas_hs_mm,unintegrated SH
scVI,SH,mfascicularis to xtropicalis,0.7558785590815402,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl,scVI SH
SeuratV4 RPCA,O2O,mfascicularis to mmusculus,0.7546928208583833,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA O2O
scANVI,HE,xtropicalis to drerio,0.7538902210285557,1,xtropicalis,drerio,Heart_hs_mf_mm_xl_dr,scANVI HE
Scanorama,O2O,xtropicalis to mfascicularis,0.7527483430260236,1,xtropicalis,mfascicularis,Heart_mf_xl,Scanorama O2O
scVI,SH,mfascicularis to mmusculus,0.7525188541464478,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl_dr,scVI SH
scVI,O2O,hsapiens to xtropicalis,0.7511267438600273,1,hsapiens,xtropicalis,Heart_hs_xl,scVI O2O
LIGER,O2O,hsapiens to mfascicularis,0.749687776422699,1,hsapiens,mfascicularis,Heart_hs_mf,LIGER O2O
LIGER UINMF,O2O,mmulatta to sscrofa,0.7488250666835112,0.9166666666666666,mmulatta,sscrofa,Hippocampus_hs_mu_ss,LIGER UINMF O2O
Harmony,SH,mmusculus to hsapiens,0.7475657283769389,1,mmusculus,hsapiens,Pancreas_hs_mm,Harmony SH
SeuratV4 CCA,O2O,hsapiens to mmusculus,0.7474766061477841,1,hsapiens,mmusculus,Pancreas_hs_mm,SeuratV4 CCA O2O
Scanorama,O2O,hsapiens to mmusculus,0.7460077905202442,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl_dr,Scanorama O2O
scVI,HE,mmusculus to hsapiens,0.7443823419424671,1,mmusculus,hsapiens,Heart_hs_mf_mm,scVI HE
LIGER UINMF,O2O,mfascicularis to mmusculus,0.7419219324524894,0.8333333333333334,mfascicularis,mmusculus,Heart_hs_mf_mm_xl_dr,LIGER UINMF O2O
SeuratV4 RPCA,HE,sscrofa to mmulatta,0.7418734777475919,0.9166666666666666,sscrofa,mmulatta,Hippocampus_hs_mu_ss,SeuratV4 RPCA HE
SeuratV4 RPCA,O2O,sscrofa to mmulatta,0.741824873428175,1,sscrofa,mmulatta,Hippocampus_hs_mu_ss,SeuratV4 RPCA O2O
SeuratV4 CCA,O2O,drerio to hsapiens,0.7416719970286525,1,drerio,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA O2O
fastMNN,O2O,hsapiens to xtropicalis,0.7411980128623736,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,fastMNN O2O
Harmony,SH,mfascicularis to hsapiens,0.7399617556446572,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl_dr,Harmony SH
LIGER,SH,hsapiens to mfascicularis,0.7399537921155352,1,hsapiens,mfascicularis,Heart_hs_mf,LIGER SH
SeuratV4 RPCA,HE,drerio to hsapiens,0.7384595519140175,1,drerio,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA HE
scVI,SH,drerio to hsapiens,0.7377509539801662,1,drerio,hsapiens,Heart_hs_mf_mm_xl_dr,scVI SH
SeuratV4 CCA,O2O,mmusculus to xtropicalis,0.7376617062483743,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA O2O
unintegrated,O2O.h5ad,sscrofa to mmulatta,0.7367071764468474,1,sscrofa,mmulatta,Hippocampus_hs_mu_ss,unintegrated O2O
LIGER,SH,hsapiens to mfascicularis,0.7364080160579266,1,hsapiens,mfascicularis,Heart_hs_mf_mm,LIGER SH
fastMNN,HE,hsapiens to xtropicalis,0.735143429649157,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,fastMNN HE
scVI,SH,drerio to hsapiens,0.7329386342510473,1,drerio,hsapiens,Heart_hs_dr,scVI SH
Scanorama,HE,drerio to hsapiens,0.7325970911790669,1,drerio,hsapiens,Heart_hs_mf_mm_xl_dr,Scanorama HE
Scanorama,SH,hsapiens to mfascicularis,0.7317997742368596,1,hsapiens,mfascicularis,Heart_hs_mf,Scanorama SH
scVI,O2O,mfascicularis to hsapiens,0.7316283005640296,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl,scVI O2O
SeuratV4 RPCA,SH,mmusculus to mfascicularis,0.7313491546786887,1,mmusculus,mfascicularis,Heart_hs_mf_mm,SeuratV4 RPCA SH
fastMNN,HE,hsapiens to drerio,0.730484532195388,1,hsapiens,drerio,Heart_hs_dr,fastMNN HE
scVI,SH,mmusculus to hsapiens,0.7295016539898944,1,mmusculus,hsapiens,Heart_hs_mf_mm,scVI SH
Scanorama,HE,mmusculus to mfascicularis,0.7285959065228361,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,Scanorama HE
scVI,O2O,mmusculus to mfascicularis,0.7279521340369068,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,scVI O2O
LIGER,O2O,hsapiens to mmulatta,0.7267609593349669,0.5833333333333334,hsapiens,mmulatta,Hippocampus_hs_mu_ss,LIGER O2O
SeuratV4 RPCA,SH,drerio to hsapiens,0.7258406699236847,1,drerio,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA SH
Scanorama,O2O,drerio to mmusculus,0.725566168290558,1,drerio,mmusculus,Heart_hs_mf_mm_xl_dr,Scanorama O2O
Scanorama,SH,drerio to hsapiens,0.7254527979459034,1,drerio,hsapiens,Heart_hs_mf_mm_xl_dr,Scanorama SH
SeuratV4 CCA,HE,xtropicalis to mfascicularis,0.7247338491530722,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA HE
SeuratV4 CCA,SH,hsapiens to mmusculus,0.7246524436312747,1,hsapiens,mmusculus,Pancreas_hs_mm,SeuratV4 CCA SH
unintegrated,HE.h5ad,sscrofa to mmulatta,0.7246264578840996,0.9166666666666666,sscrofa,mmulatta,Hippocampus_hs_mu_ss,unintegrated HE
Scanorama,SH,sscrofa to mmulatta,0.7242674131823023,1,sscrofa,mmulatta,Hippocampus_hs_mu_ss,Scanorama SH
LIGER UINMF,SH,hsapiens to xtropicalis,0.7226537754108655,0.8571428571428571,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,LIGER UINMF SH
fastMNN,SH,mfascicularis to xtropicalis,0.7211495054376414,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,fastMNN SH
SeuratV4 RPCA,SH,hsapiens to xtropicalis,0.7195616714673407,1,hsapiens,xtropicalis,Heart_hs_xl,SeuratV4 RPCA SH
Harmony,O2O,mfascicularis to hsapiens,0.7190919912405016,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl,Harmony O2O
SeuratV4 CCA,HE,drerio to hsapiens,0.7162283977613152,1,drerio,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA HE
Scanorama,SH,hsapiens to mfascicularis,0.7160998330794678,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl,Scanorama SH
SeuratV4 RPCA,SH,sscrofa to mmulatta,0.715703545494578,1,sscrofa,mmulatta,Hippocampus_hs_mu_ss,SeuratV4 RPCA SH
LIGER UINMF,HE,hsapiens to mmusculus,0.7139850164428487,0.6363636363636364,hsapiens,mmusculus,Heart_hs_mf_mm_xl,LIGER UINMF HE
LIGER UINMF,HE,mfascicularis to mmusculus,0.7135488651010671,0.8333333333333334,mfascicularis,mmusculus,Heart_hs_mf_mm_xl,LIGER UINMF HE
Scanorama,O2O,mfascicularis to hsapiens,0.7135469832398802,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl_dr,Scanorama O2O
SeuratV4 CCA,HE,mfascicularis to xtropicalis,0.7129955319373189,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA HE
scVI,O2O,drerio to mfascicularis,0.7128992782067192,1,drerio,mfascicularis,Heart_hs_mf_mm_xl_dr,scVI O2O
Scanorama,HE,xtropicalis to hsapiens,0.7127399620436633,1,xtropicalis,hsapiens,Heart_hs_xl,Scanorama HE
fastMNN,SH,hsapiens to xtropicalis,0.7117119158392035,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,fastMNN SH
SeuratV4 CCA,HE,hsapiens to mmusculus,0.7105696130482373,1,hsapiens,mmusculus,Pancreas_hs_mm,SeuratV4 CCA HE
SeuratV4 RPCA,O2O,hsapiens to xtropicalis,0.7104811305702521,1,hsapiens,xtropicalis,Heart_hs_xl,SeuratV4 RPCA O2O
LIGER,O2O,hsapiens to mfascicularis,0.7104051359248831,1,hsapiens,mfascicularis,Heart_hs_mf_mm,LIGER O2O
Harmony,HE,mmusculus to hsapiens,0.7103312779832417,1,mmusculus,hsapiens,Pancreas_hs_mm,Harmony HE
Harmony,SH,mfascicularis to hsapiens,0.7084326907200885,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl,Harmony SH
scVI,O2O,drerio to hsapiens,0.7083348880196313,1,drerio,hsapiens,Heart_hs_dr,scVI O2O
SeuratV4 RPCA,O2O,mfascicularis to xtropicalis,0.7071872785428951,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA O2O
fastMNN,SH,drerio to mmusculus,0.7066740807928703,1,drerio,mmusculus,Heart_mm_dr,fastMNN SH
Scanorama,HE,drerio to mfascicularis,0.7060271620051923,1,drerio,mfascicularis,Heart_mf_dr,Scanorama HE
Scanorama,HE,sscrofa to mmulatta,0.704554025634492,1,sscrofa,mmulatta,Hippocampus_hs_mu_ss,Scanorama HE
fastMNN,O2O,xtropicalis to mfascicularis,0.7043920806220089,0.8,xtropicalis,mfascicularis,Heart_mf_xl,fastMNN O2O
Scanorama,O2O,mfascicularis to mmusculus,0.7042045892950525,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl,Scanorama O2O
Scanorama,O2O,xtropicalis to mfascicularis,0.7032890785564845,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,Scanorama O2O
SeuratV4 RPCA,SH,mfascicularis to xtropicalis,0.7012072007383334,1,mfascicularis,xtropicalis,Heart_mf_xl,SeuratV4 RPCA SH
SeuratV4 RPCA,SH,mmusculus to hsapiens,0.7001168254374927,1,mmusculus,hsapiens,Heart_hs_mm,SeuratV4 RPCA SH
Harmony,O2O,mfascicularis to hsapiens,0.6974202558294834,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl_dr,Harmony O2O
unintegrated,HE.h5ad,mmusculus to xtropicalis,0.69729651589593,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,unintegrated HE
Scanorama,SH,mmusculus to xtropicalis,0.6967161909523315,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl_dr,Scanorama SH
Harmony,SH,hsapiens to xtropicalis,0.6939045322898529,1,hsapiens,xtropicalis,Heart_hs_xl,Harmony SH
SeuratV4 CCA,O2O,mfascicularis to xtropicalis,0.6930083538965166,1,mfascicularis,xtropicalis,Heart_mf_xl,SeuratV4 CCA O2O
LIGER UINMF,HE,mfascicularis to hsapiens,0.69019349927737,0.8333333333333334,mfascicularis,hsapiens,Heart_hs_mf_mm_xl,LIGER UINMF HE
Scanorama,O2O,hsapiens to xtropicalis,0.6901768068712804,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,Scanorama O2O
Harmony,HE,mfascicularis to xtropicalis,0.689111152474961,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,Harmony HE
fastMNN,O2O,drerio to mmusculus,0.6883438245785366,1,drerio,mmusculus,Heart_mm_dr,fastMNN O2O
SeuratV4 CCA,O2O,mfascicularis to xtropicalis,0.6883385314489858,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA O2O
scVI,O2O,mfascicularis to hsapiens,0.688289753188224,1,mfascicularis,hsapiens,Heart_hs_mf_mm,scVI O2O
scVI,O2O,mmusculus to xtropicalis,0.6881941599506582,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl_dr,scVI O2O
Scanorama,O2O,mmusculus to mfascicularis,0.6881272708187272,1,mmusculus,mfascicularis,Heart_hs_mf_mm,Scanorama O2O
Harmony,O2O,mfascicularis to xtropicalis,0.6876510656216047,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,Harmony O2O
scVI,HE,mmusculus to mfascicularis,0.6860872515030355,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,scVI HE
Harmony,HE,drerio to hsapiens,0.6856668496993182,1,drerio,hsapiens,Heart_hs_dr,Harmony HE
scVI,HE,mmusculus to mfascicularis,0.6853432051243706,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl,scVI HE
Scanorama,HE,hsapiens to mmusculus,0.6844856124681156,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl,Scanorama HE
SeuratV4 RPCA,O2O,drerio to hsapiens,0.6842575330140755,1,drerio,hsapiens,Heart_hs_dr,SeuratV4 RPCA O2O
SeuratV4 RPCA,O2O,xtropicalis to mfascicularis,0.6838206033635783,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA O2O
LIGER UINMF,SH,hsapiens to mfascicularis,0.6812077929817038,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl,LIGER UINMF SH
unintegrated,SH.h5ad,mmusculus to xtropicalis,0.6800469168605598,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,unintegrated SH
Scanorama,O2O,mmusculus to xtropicalis,0.6791775212508151,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,Scanorama O2O
fastMNN,HE,hsapiens to xtropicalis,0.6784416711245282,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,fastMNN HE
unintegrated,O2O.h5ad,mmusculus to xtropicalis,0.6773207694527168,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,unintegrated O2O
SeuratV4 CCA,SH,hsapiens to drerio,0.6764423675297183,1,hsapiens,drerio,Heart_hs_dr,SeuratV4 CCA SH
LIGER UINMF,O2O,hsapiens to mmusculus,0.675670901457532,0.7272727272727273,hsapiens,mmusculus,Heart_hs_mm,LIGER UINMF O2O
Scanorama,O2O,mmusculus to mfascicularis,0.6755511954903548,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,Scanorama O2O
scVI,HE,mfascicularis to mmusculus,0.6748664872245022,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl_dr,scVI HE
SeuratV4 RPCA,HE,hsapiens to xtropicalis,0.6747370451224409,1,hsapiens,xtropicalis,Heart_hs_xl,SeuratV4 RPCA HE
fastMNN,SH,xtropicalis to mfascicularis,0.6745271237440096,0.8,xtropicalis,mfascicularis,Heart_mf_xl,fastMNN SH
LIGER UINMF,SH,hsapiens to mmusculus,0.6734127463363927,0.6363636363636364,hsapiens,mmusculus,Heart_hs_mf_mm_xl_dr,LIGER UINMF SH
unintegrated,SH.h5ad,sscrofa to mmulatta,0.6730076237978986,0.9166666666666666,sscrofa,mmulatta,Hippocampus_hs_mu_ss,unintegrated SH
Scanorama,HE,hsapiens to mfascicularis,0.6729106471423479,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl_dr,Scanorama HE
fastMNN,O2O,hsapiens to xtropicalis,0.6719971602030986,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,fastMNN O2O
LIGER UINMF,SH,mfascicularis to mmusculus,0.6717304475458065,0.8333333333333334,mfascicularis,mmusculus,Heart_hs_mf_mm_xl,LIGER UINMF SH
scVI,HE,mfascicularis to mmusculus,0.6708967504642727,1,mfascicularis,mmusculus,Heart_hs_mf_mm,scVI HE
fastMNN,SH,mfascicularis to xtropicalis,0.6706450815645884,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl,fastMNN SH
fastMNN,SH,mmusculus to xtropicalis,0.6691939403960342,0.8571428571428571,mmusculus,xtropicalis,Heart_hs_mf_mm_xl_dr,fastMNN SH
SeuratV4 RPCA,SH,mfascicularis to xtropicalis,0.6687258410474556,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA SH
SeuratV4 RPCA,HE,mfascicularis to xtropicalis,0.6676660927803124,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl,SeuratV4 RPCA HE
scVI,HE,drerio to mfascicularis,0.6655458448208468,1,drerio,mfascicularis,Heart_mf_dr,scVI HE
LIGER UINMF,HE,mmusculus to hsapiens,0.6649442652989314,0.7272727272727273,mmusculus,hsapiens,Heart_hs_mf_mm_xl,LIGER UINMF HE
LIGER UINMF,SH,mfascicularis to hsapiens,0.663683594603317,0.8333333333333334,mfascicularis,hsapiens,Heart_hs_mf_mm_xl_dr,LIGER UINMF SH
unintegrated,O2O.h5ad,mmusculus to xtropicalis,0.6627078835666138,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,unintegrated O2O
Scanorama,HE,mfascicularis to mmusculus,0.6614733645702582,1,mfascicularis,mmusculus,Heart_mf_mm,Scanorama HE
Scanorama,O2O,mfascicularis to mmusculus,0.6609606595180665,1,mfascicularis,mmusculus,Heart_mf_mm,Scanorama O2O
SeuratV4 RPCA,O2O,mmusculus to mfascicularis,0.6604631934985231,1,mmusculus,mfascicularis,Heart_hs_mf_mm,SeuratV4 RPCA O2O
SeuratV4 RPCA,SH,hsapiens to drerio,0.6597858270016304,1,hsapiens,drerio,Heart_hs_dr,SeuratV4 RPCA SH
fastMNN,SH,hsapiens to xtropicalis,0.6589972094399023,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,fastMNN SH
scVI,HE,mfascicularis to mmusculus,0.6581841277403868,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl,scVI HE
scVI,HE,mmusculus to hsapiens,0.657566185191399,1,mmusculus,hsapiens,Heart_hs_mm,scVI HE
scANVI,HE,mmusculus to drerio,0.6560782017593566,1,mmusculus,drerio,Heart_hs_mf_mm_xl_dr,scANVI HE
Scanorama,HE,mfascicularis to mmusculus,0.6559711291637254,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl,Scanorama HE
fastMNN,O2O,mmusculus to xtropicalis,0.6533131159948254,0.8571428571428571,mmusculus,xtropicalis,Heart_hs_mf_mm_xl_dr,fastMNN O2O
SeuratV4 RPCA,SH,mfascicularis to drerio,0.6530908054727192,1,mfascicularis,drerio,Heart_mf_dr,SeuratV4 RPCA SH
LIGER UINMF,SH,sscrofa to hsapiens,0.6522913991374397,0.8181818181818182,sscrofa,hsapiens,Hippocampus_hs_mu_ss,LIGER UINMF SH
fastMNN,SH,hsapiens to drerio,0.6520715691596544,1,hsapiens,drerio,Heart_hs_dr,fastMNN SH
SeuratV4 RPCA,HE,hsapiens to drerio,0.6509314561587095,1,hsapiens,drerio,Heart_hs_dr,SeuratV4 RPCA HE
unintegrated,HE.h5ad,sscrofa to mmulatta,0.6498694438694763,0.9166666666666666,sscrofa,mmulatta,Hippocampus_hs_mu_ss,unintegrated HE
scVI,O2O,drerio to hsapiens,0.6496261503559326,1,drerio,hsapiens,Heart_hs_mf_mm_xl_dr,scVI O2O
Scanorama,O2O,mmusculus to hsapiens,0.6487000032339982,1,mmusculus,hsapiens,Pancreas_hs_mm,Scanorama O2O
SeuratV4 CCA,HE,hsapiens to drerio,0.6474182745306136,1,hsapiens,drerio,Heart_hs_dr,SeuratV4 CCA HE
Harmony,HE,hsapiens to xtropicalis,0.6473837227424173,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,Harmony HE
fastMNN,SH,drerio to mfascicularis,0.6470445758567916,1,drerio,mfascicularis,Heart_mf_dr,fastMNN SH
LIGER UINMF,HE,sscrofa to hsapiens,0.6462824259847628,0.8181818181818182,sscrofa,hsapiens,Hippocampus_hs_mu_ss,LIGER UINMF HE
fastMNN,O2O,mfascicularis to xtropicalis,0.6462523475991948,0.8,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,fastMNN O2O
scANVI,SH,mmusculus to drerio,0.645498160459302,1,mmusculus,drerio,Heart_hs_mf_mm_xl_dr,scANVI SH
Scanorama,HE,mmusculus to hsapiens,0.6445278496737821,1,mmusculus,hsapiens,Pancreas_hs_mm,Scanorama HE
Harmony,SH,drerio to hsapiens,0.6444799072990136,1,drerio,hsapiens,Heart_hs_mf_mm_xl_dr,Harmony SH
LIGER UINMF,O2O,hsapiens to mmusculus,0.6433228454109097,0.9,hsapiens,mmusculus,Pancreas_hs_mm,LIGER UINMF O2O
scVI,SH,mmusculus to hsapiens,0.6419579890312089,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl,scVI SH
scVI,O2O,mfascicularis to mmusculus,0.641438275056977,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl_dr,scVI O2O
