from_species,test_acc,type_label,integration_method,input_file,homology_method,acc_prior,acc_loss,type,task_name
xtropicalis,0.8530223225482819,original,Harmony,metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.9138199147228492,0.06079759217456726,Harmony higher expression,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8530724855781289,original,Scanorama,metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.9138199147228492,0.06074742914472031,Scanorama one2one only,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8530724855781289,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.9138199147228492,0.06074742914472031,Scanorama higher expression,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8536744419362929,original,Harmony,metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9138199147228492,0.06014547278655624,Harmony stronger homology,Heart_hs_mf_mm_xl_dr
xtropicalis,0.854928517682468,original,Harmony,metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9138199147228492,0.058891397040381155,Harmony stronger homology,Heart_hs_mf_mm_xl_dr
xtropicalis,0.855129169801856,original,Harmony,metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.9138199147228492,0.05869074492099313,Harmony higher expression,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8563832455480311,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9138199147228492,0.057436669174818045,Scanorama stronger homology,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8573865061449711,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9138199147228492,0.05643340857787804,Scanorama stronger homology,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8574366691748182,original,SeuratV4 RPCA,metadata_nf_many_higher_homology_conf_seuratRPCA_integrated.h5ad,stronger homology,0.9138199147228492,0.05638324554803098,SeuratV4 RPCA stronger homology,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8596940055179333,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9138199147228492,0.05412590920491589,Scanorama stronger homology,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8614497115625784,original,SeuratV4 RPCA,metadata_nf_many_higher_expr_seuratRPCA_integrated.h5ad,higher expression,0.9138199147228492,0.052370203160270745,SeuratV4 RPCA higher expression,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8614497115625784,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9138199147228492,0.052370203160270745,Scanorama stronger homology,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8620516679207424,original,SeuratV4 RPCA,metadata_nf_many_higher_expr_seuratRPCA_integrated.h5ad,higher expression,0.9138199147228492,0.05176824680210679,SeuratV4 RPCA higher expression,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8632054176072235,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.9138199147228492,0.05061449711562571,Scanorama higher expression,Heart_hs_mf_mm_xl_dr
mmusculus,0.948966613672496,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.992845786963434,0.043879173290937934,fastMNN higher expression,Heart_hs_mf_mm_xl_dr
mmusculus,0.9497615262321144,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.992845786963434,0.043084260731319546,fastMNN one2one only,Heart_hs_mf_mm_xl_dr
mmusculus,0.9497615262321144,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.992845786963434,0.043084260731319546,fastMNN stronger homology,Heart_hs_mf_mm_xl_dr
mmusculus,0.949920508744038,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.992845786963434,0.04292527821939596,fastMNN stronger homology,Heart_hs_mf_mm_xl_dr
mmusculus,0.9500794912559618,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.992845786963434,0.042766295707472146,fastMNN one2one only,Heart_hs_mf_mm_xl_dr
mmusculus,0.9502384737678856,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.992845786963434,0.042607313195548335,fastMNN higher expression,Heart_hs_mf_mm_xl_dr
mmusculus,0.9503974562798092,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.992845786963434,0.042448330683624746,fastMNN higher expression,Heart_hs_mf_mm_xl_dr
mmusculus,0.9505564387917328,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.992845786963434,0.04228934817170116,fastMNN stronger homology,Heart_hs_mf_mm_xl_dr
mmusculus,0.9508744038155804,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.992845786963434,0.041971383147853536,fastMNN stronger homology,Heart_hs_mf_mm_xl_dr
mmusculus,0.9508744038155804,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.992845786963434,0.041971383147853536,fastMNN one2one only,Heart_hs_mf_mm_xl_dr
mmusculus,0.951033386327504,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.992845786963434,0.04181240063592995,fastMNN higher expression,Heart_hs_mf_mm_xl_dr
mmusculus,0.9511923688394276,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.992845786963434,0.04165341812400636,fastMNN one2one only,Heart_hs_mf_mm_xl_dr
mmusculus,0.9538950715421304,original,Scanorama,metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.992845786963434,0.03895071542130357,Scanorama one2one only,Heart_hs_mf_mm_xl_dr
mmusculus,0.954054054054054,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.992845786963434,0.03879173290937998,Scanorama higher expression,Heart_hs_mf_mm_xl_dr
mmusculus,0.9548489666136724,original,Scanorama,metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.992845786963434,0.037996820349761595,Scanorama one2one only,Heart_hs_mf_mm_xl_dr
mmusculus,0.9548489666136724,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.992845786963434,0.037996820349761595,Scanorama higher expression,Heart_hs_mf_mm_xl_dr
mmusculus,0.9553259141494436,original,Scanorama,metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.992845786963434,0.037519872813990385,Scanorama one2one only,Heart_hs_mf_mm_xl_dr
mmusculus,0.956597774244833,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.992845786963434,0.0362480127186009,Scanorama stronger homology,Heart_hs_mf_mm_xl_dr
mmusculus,0.9577106518282988,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.992845786963434,0.03513513513513511,Scanorama higher expression,Heart_hs_mf_mm_xl_dr
mmusculus,0.9580286168521462,original,Scanorama,metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.992845786963434,0.03481717011128771,Scanorama one2one only,Heart_hs_mf_mm_xl_dr
mmusculus,0.9607313195548488,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.992845786963434,0.032114467408585146,Scanorama stronger homology,Heart_hs_mf_mm_xl_dr
mmusculus,0.9613672496025436,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.992845786963434,0.031478537360890346,Scanorama higher expression,Heart_hs_mf_mm_xl_dr
mmusculus,0.9616852146263912,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.992845786963434,0.031160572337042725,Scanorama stronger homology,Heart_hs_mf_mm_xl_dr
mmusculus,0.9618441971383148,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.992845786963434,0.031001589825119136,Scanorama stronger homology,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8846751943817407,original,scVI,metadata_nf_one2one_only_scVI_integrated.h5ad,one2one only,0.9138199147228492,0.029144720341108488,scVI one2one only,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8866817155756208,original,scVI,metadata_nf_one2one_only_scVI_integrated.h5ad,one2one only,0.9138199147228492,0.02713819914722837,scVI one2one only,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9633115841266444,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9895175954647556,0.02620601133811118,Scanorama stronger homology,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9634185474382286,original,SeuratV4 CCA,metadata_nf_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.9895175954647556,0.02609904802652696,SeuratV4 CCA higher expression,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9635255107498129,original,SeuratV4 CCA,metadata_nf_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.9895175954647556,0.025992084714942743,SeuratV4 CCA one2one only,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8883370955605718,original,scVI,metadata_nf_one2one_only_scVI_integrated.h5ad,one2one only,0.9138199147228492,0.025482819162277348,scVI one2one only,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9648090704888224,original,SeuratV4 CCA,metadata_nf_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.9895175954647556,0.024708524975933233,SeuratV4 CCA one2one only,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9651299604235748,original,SeuratV4 CCA,metadata_nf_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.9895175954647556,0.0243876350411808,SeuratV4 CCA one2one only,Heart_hs_mf_mm_xl_dr
xtropicalis,0.89054426887384,original,scVI,metadata_nf_many_higher_homology_conf_scVI_integrated.h5ad,stronger homology,0.9138199147228492,0.023275645849009208,scVI stronger homology,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9668413734089208,original,SeuratV4 CCA,metadata_nf_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.9895175954647556,0.02267622205583475,SeuratV4 CCA stronger homology,Heart_hs_mf_mm_xl_dr
mmusculus,0.9702702702702702,original,Harmony,metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.992845786963434,0.02257551669316371,Harmony one2one only,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9669483367205048,original,SeuratV4 CCA,metadata_nf_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.9895175954647556,0.022569258744250753,SeuratV4 CCA one2one only,Heart_hs_mf_mm_xl_dr
mfascicularis,0.967055300032089,original,SeuratV4 CCA,metadata_nf_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.9895175954647556,0.022462295432666646,SeuratV4 CCA stronger homology,Heart_hs_mf_mm_xl_dr
mfascicularis,0.967055300032089,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.9895175954647556,0.022462295432666646,Scanorama higher expression,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8915475294707801,original,scVI,metadata_nf_many_higher_expr_scVI_integrated.h5ad,higher expression,0.9138199147228492,0.022272385252069093,scVI higher expression,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9672692266552572,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9895175954647556,0.02224836880949843,Scanorama stronger homology,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9675901165900096,original,SeuratV4 CCA,metadata_nf_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.9895175954647556,0.021927478874745998,SeuratV4 CCA higher expression,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9676970799015936,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9895175954647556,0.021820515563162002,fastMNN stronger homology,Heart_hs_mf_mm_xl_dr
hsapiens,0.9690175655397651,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9907317503751434,0.021714184835378236,LIGER UINMF higher expression,Heart_hs_mf_mm_xl_dr
hsapiens,0.9693706417159502,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9907317503751434,0.021361108659193162,LIGER UINMF stronger homology,Heart_hs_mf_mm_xl_dr
hsapiens,0.9694589107599964,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9907317503751434,0.021272839615147032,LIGER UINMF higher expression,Heart_hs_mf_mm_xl_dr
hsapiens,0.9695471798040428,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9907317503751434,0.02118457057110057,LIGER UINMF stronger homology,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9684458230826828,original,SeuratV4 CCA,metadata_nf_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.9895175954647556,0.021071772382072806,SeuratV4 CCA stronger homology,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8928016052169551,original,scVI,metadata_nf_many_higher_expr_scVI_integrated.h5ad,higher expression,0.9138199147228492,0.021018309505894117,scVI higher expression,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9686597497058508,original,SeuratV4 CCA,metadata_nf_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.9895175954647556,0.020857845758904814,SeuratV4 CCA higher expression,Heart_hs_mf_mm_xl_dr
hsapiens,0.969988525024274,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9907317503751434,0.020743225350869365,LIGER UINMF higher expression,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9688736763290192,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9895175954647556,0.020643919135736377,Scanorama stronger homology,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8932530724855782,original,scVI,metadata_nf_many_higher_expr_scVI_integrated.h5ad,higher expression,0.9138199147228492,0.02056684223727101,scVI higher expression,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9690876029521874,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9895175954647556,0.020429992512568163,fastMNN higher expression,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9693015295753556,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9895175954647556,0.020216065889399948,fastMNN one2one only,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9693015295753556,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.9895175954647556,0.020216065889399948,Scanorama higher expression,Heart_hs_mf_mm_xl_dr
hsapiens,0.9705181392885516,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9907317503751434,0.02021361108659181,fastMNN higher expression,Heart_hs_mf_mm_xl_dr
hsapiens,0.9705181392885516,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9907317503751434,0.02021361108659181,LIGER UINMF higher expression,Heart_hs_mf_mm_xl_dr
mmusculus,0.9726550079491256,original,Harmony,metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.992845786963434,0.020190779014308324,Harmony one2one only,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8936543767243541,original,scVI,metadata_nf_one2one_only_scVI_integrated.h5ad,one2one only,0.9138199147228492,0.020165537998495076,scVI one2one only,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9694084928869398,original,Harmony,metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.9895175954647556,0.02010910257781584,Harmony higher expression,Heart_hs_mf_mm_xl_dr
mfascicularis,0.969515456198524,original,SeuratV4 RPCA,metadata_nf_many_higher_homology_conf_seuratRPCA_integrated.h5ad,stronger homology,0.9895175954647556,0.020002139266231622,SeuratV4 RPCA stronger homology,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8939051918735892,original,scVI,metadata_nf_many_higher_homology_conf_scVI_integrated.h5ad,stronger homology,0.9138199147228492,0.01991472284925999,scVI stronger homology,Heart_hs_mf_mm_xl_dr
mfascicularis,0.969622419510108,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9895175954647556,0.019895175954647626,Scanorama stronger homology,Heart_hs_mf_mm_xl_dr
hsapiens,0.9708712154647364,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9907317503751434,0.019860534910406957,LIGER UINMF one2one only,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9697293828216922,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9895175954647556,0.019788212643063408,fastMNN one2one only,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9697293828216922,original,Harmony,metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.9895175954647556,0.019788212643063408,Harmony one2one only,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9698363461332764,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9895175954647556,0.01968124933147919,fastMNN stronger homology,Heart_hs_mf_mm_xl_dr
hsapiens,0.9711360225968751,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9907317503751434,0.019595727778268235,LIGER UINMF one2one only,Heart_hs_mf_mm_xl_dr
mmusculus,0.9732909379968204,original,Harmony,metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.992845786963434,0.019554848966613525,Harmony one2one only,Heart_hs_mf_mm_xl_dr
hsapiens,0.9712242916409216,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9907317503751434,0.019507458734221772,fastMNN higher expression,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9700502727564444,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9895175954647556,0.019467322708311197,fastMNN higher expression,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9700502727564444,original,SeuratV4 CCA,metadata_nf_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.9895175954647556,0.019467322708311197,SeuratV4 CCA stronger homology,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9701572360680286,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9895175954647556,0.019360359396726978,fastMNN higher expression,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8945573112616002,original,scVI,metadata_nf_many_higher_homology_conf_scVI_integrated.h5ad,stronger homology,0.9138199147228492,0.019262603461248973,scVI stronger homology,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9702641993796128,original,Harmony,metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.9895175954647556,0.01925339608514276,Harmony one2one only,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9702641993796128,original,Harmony,metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9895175954647556,0.01925339608514276,Harmony stronger homology,Heart_hs_mf_mm_xl_dr
hsapiens,0.9714890987730604,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9907317503751434,0.01924265160208294,LIGER UINMF one2one only,Heart_hs_mf_mm_xl_dr
hsapiens,0.9714890987730604,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9907317503751434,0.01924265160208294,fastMNN higher expression,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9703711626911968,original,Harmony,metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9895175954647556,0.019146432773558764,Harmony stronger homology,Heart_hs_mf_mm_xl_dr
hsapiens,0.9716656368611528,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9907317503751434,0.019066113513990568,LIGER UINMF stronger homology,Heart_hs_mf_mm_xl_dr
mfascicularis,0.970478126002781,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9895175954647556,0.019039469461974545,fastMNN higher expression,Heart_hs_mf_mm_xl_dr
mfascicularis,0.970478126002781,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9895175954647556,0.019039469461974545,fastMNN stronger homology,Heart_hs_mf_mm_xl_dr
hsapiens,0.9717539059051992,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9907317503751434,0.018977844469944216,LIGER UINMF one2one only,Heart_hs_mf_mm_xl_dr
hsapiens,0.9718421749492452,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9907317503751434,0.018889575425898197,fastMNN one2one only,Heart_hs_mf_mm_xl_dr
hsapiens,0.9719304439932916,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9907317503751434,0.018801306381851735,LIGER UINMF stronger homology,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9707990159375334,original,SeuratV4 CCA,metadata_nf_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.9895175954647556,0.018718579527222223,SeuratV4 CCA higher expression,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8951592676197643,original,scVI,metadata_nf_many_higher_expr_scVI_integrated.h5ad,higher expression,0.9138199147228492,0.018660647103084904,scVI higher expression,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9710129425607016,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9895175954647556,0.01850465290405401,fastMNN one2one only,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9711199058722858,original,Harmony,metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.9895175954647556,0.01839768959246979,Harmony one2one only,Heart_hs_mf_mm_xl_dr
mfascicularis,0.97122686918387,original,Harmony,metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.9895175954647556,0.018290726280885572,Harmony higher expression,Heart_hs_mf_mm_xl_dr
mfascicularis,0.97122686918387,original,Harmony,metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9895175954647556,0.018290726280885572,Harmony stronger homology,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9715477591186223,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9895175954647556,0.01796983634613325,fastMNN one2one only,Heart_hs_mf_mm_xl_dr
hsapiens,0.972813134433754,original,Harmony,metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9907317503751434,0.017918615941389437,Harmony stronger homology,Heart_hs_mf_mm_xl_dr
hsapiens,0.972813134433754,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9907317503751434,0.017918615941389437,fastMNN stronger homology,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9716547224302065,original,SeuratV4 RPCA,metadata_nf_many_higher_expr_seuratRPCA_integrated.h5ad,higher expression,0.9895175954647556,0.017862873034549143,SeuratV4 RPCA higher expression,Heart_hs_mf_mm_xl_dr
hsapiens,0.9729014034778004,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9907317503751434,0.017830346897342975,fastMNN higher expression,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9718686490533748,original,Harmony,metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9895175954647556,0.017648946411380817,Harmony stronger homology,Heart_hs_mf_mm_xl_dr
mmusculus,0.9751987281399046,original,Harmony,metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.992845786963434,0.01764705882352935,Harmony higher expression,Heart_hs_mf_mm_xl_dr
mmusculus,0.9753577106518284,original,Harmony,metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.992845786963434,0.017488076311605538,Harmony stronger homology,Heart_hs_mf_mm_xl_dr
mfascicularis,0.972082575676543,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9895175954647556,0.017435019788212602,fastMNN stronger homology,Heart_hs_mf_mm_xl_dr
xtropicalis,0.8964635063957863,original,scVI,metadata_nf_many_higher_homology_conf_scVI_integrated.h5ad,stronger homology,0.9138199147228492,0.017356408327062867,scVI stronger homology,Heart_hs_mf_mm_xl_dr
hsapiens,0.973431017742078,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9907317503751434,0.01730073263306542,fastMNN stronger homology,Heart_hs_mf_mm_xl_dr
hsapiens,0.9736075558301704,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9907317503751434,0.017124194544972937,fastMNN one2one only,Heart_hs_mf_mm_xl_dr
mmusculus,0.9758346581875994,original,Harmony,metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.992845786963434,0.01701112877583455,Harmony higher expression,Heart_hs_mf_mm_xl_dr
mmusculus,0.9758346581875994,original,Harmony,metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.992845786963434,0.01701112877583455,Harmony one2one only,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9726173922344636,original,Harmony,metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.9895175954647556,0.016900203230291955,Harmony higher expression,Heart_hs_mf_mm_xl_dr
mmusculus,0.9759936406995232,original,Harmony,metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.992845786963434,0.01685214626391074,Harmony stronger homology,Heart_hs_mf_mm_xl_dr
mmusculus,0.9761526232114468,original,SeuratV4 CCA,metadata_nf_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.992845786963434,0.01669316375198715,SeuratV4 CCA stronger homology,Heart_hs_mf_mm_xl_dr
hsapiens,0.9740489010504016,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9907317503751434,0.016682849324741733,fastMNN stronger homology,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9730452454808,original,SeuratV4 RPCA,metadata_nf_many_higher_homology_conf_seuratRPCA_integrated.h5ad,stronger homology,0.9895175954647556,0.016472349983955636,SeuratV4 RPCA stronger homology,Heart_hs_mf_mm_xl_dr
mfascicularis,0.9730452454808,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.9895175954647556,0.016472349983955636,Scanorama higher expression,Heart_hs_mf_mm_xl_dr
hsapiens,0.9744019772265866,original,Harmony,metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9907317503751434,0.01632977314855677,Harmony stronger homology,Heart_hs_mf_mm_xl_dr
hsapiens,0.9746667843587254,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9907317503751434,0.016064966016417936,fastMNN one2one only,Heart_hs_mf_mm_xl_dr
mmusculus,0.9769475357710652,original,Harmony,metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.992845786963434,0.015898251192368762,Harmony stronger homology,Heart_hs_mf_mm_xl_dr
mmusculus,0.9771065182829888,original,Harmony,metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.992845786963434,0.015739268680445173,Harmony higher expression,Heart_hs_mf_mm_xl_dr
